cidade,estado,id,nome,segmento
Morro Agudo,SP,976,Empresa 976,Medicamentos
Flexeiras,AL,977,Empresa 977,Limpeza / Higiene
Tubarão,SC,978,Empresa 978,Cosméticos / Perfumaria / Higiene
Icapuí,CE,979,Empresa 979,Máquinas / Equipamentos
Sapeaçu,BA,980,Empresa 980,Informática
Santana de Mangueira,PB,981,Empresa 981,Informática
Paraguaçu,MG,982,Empresa 982,Outro
Serra da Saudade,MG,983,Empresa 983,Jóias e Bijuterias
Bacabal,MA,984,Empresa 984,Alimentos / Bebida
Coração de Jesus,MG,985,Empresa 985,Informática
Ibituruna,MG,986,Empresa 986,Informática
Crucilândia,MG,987,Empresa 987,Cosméticos / Perfumaria / Higiene
Mata Grande,AL,988,Empresa 988,Cosméticos / Perfumaria / Higiene
Água Santa,RS,989,Empresa 989,Alimentos / Bebida
São Miguel do Anta,MG,990,Empresa 990,Outro
Dobrada,SP,991,Empresa 991,Medicamentos
Itajobi,SP,992,Empresa 992,Confecção / Textil
Rolim de Moura,RO,993,Empresa 993,Pet-Shop
Bom Jesus,RS,994,Empresa 994,Brinquedos
Melgaço,PA,995,Empresa 995,Alimentos / Bebida
Sapé,PB,996,Empresa 996,Alimentos / Bebida
São Miguel das Matas,BA,997,Empresa 997,Cosméticos / Perfumaria / Higiene
Sardoá,MG,998,Empresa 998,Alimentos / Bebida
Uirapuru,GO,999,Empresa 999,Alimentos / Bebida
Marmeleiro,PR,1000,Empresa 1000,Outro
Santo Antônio do Jacinto,MG,1001,Empresa 1001,Decoração / Cama / Mesa / Banho
Pedra Mole,SE,1002,Empresa 1002,Cosméticos / Perfumaria / Higiene
Atibaia,SP,1003,Empresa 1003,Pet-Shop
Campos do Jordão,SP,1004,Empresa 1004,Calçados
Alto Alegre dos Parecis,RO,1005,Empresa 1005,Jóias e Bijuterias
Santa Cruz do Xingu,MT,1006,Empresa 1006,Alimentos / Bebida
Cerro Grande,RS,1007,Empresa 1007,Informática
Saltinho,SP,1008,Empresa 1008,Informática
Ipirá,BA,1009,Empresa 1009,Utilidades
Jordânia,MG,1010,Empresa 1010,Embalagens
Sertão,RS,1011,Empresa 1011,Outro
Várzea,RN,1012,Empresa 1012,Outro
Salete,SC,1013,Empresa 1013,Móveis
Indiana,SP,1014,Empresa 1014,Autopeças
Campo Alegre do Fidalgo,PI,1015,Empresa 1015,Outro
Macambira,SE,1016,Empresa 1016,Outro
Fátima,TO,1017,Empresa 1017,Alimentos / Bebida
Serra Grande,PB,1018,Empresa 1018,Confecção / Textil
Santo Augusto,RS,1019,Empresa 1019,Limpeza / Higiene
Caturama,BA,1020,Empresa 1020,Jóias e Bijuterias
Capixaba,AC,1021,Empresa 1021,Limpeza / Higiene
Minduri,MG,1022,Empresa 1022,Informática
Balneário Gaivota,SC,1023,Empresa 1023,Informática
Guaratinga,BA,1024,Empresa 1024,Informática
Santa Cruz,PE,1025,Empresa 1025,Decoração / Cama / Mesa / Banho
Itatiaia,RJ,1026,Empresa 1026,Alimentos / Bebida
Santa Rita d'Oeste,SP,1027,Empresa 1027,Móveis
Avaré,SP,1028,Empresa 1028,Limpeza / Higiene
Rio Novo do Sul,ES,1029,Empresa 1029,Utilidades
Pedras Grandes,SC,1030,Empresa 1030,Alimentos / Bebida
Capitão Gervásio Oliveira,PI,1031,Empresa 1031,Alimentos / Bebida
Pimenteiras,PI,1032,Empresa 1032,Alimentos / Bebida
Turmalina,SP,1033,Empresa 1033,Outro
Teixeira,PB,1034,Empresa 1034,Alimentos / Bebida
Parisi,SP,1035,Empresa 1035,Confecção / Textil
Santa Fé do Sul,SP,1036,Empresa 1036,Utilidades
Dois Vizinhos,PR,1037,Empresa 1037,Confecção / Textil
Engenheiro Beltrão,PR,1038,Empresa 1038,Móveis
Cruz do Espírito Santo,PB,1039,Empresa 1039,Informática
Altaneira,CE,1040,Empresa 1040,Informática
Uruana de Minas,MG,1041,Empresa 1041,Decoração / Cama / Mesa / Banho
Santa Rita de Ibitipoca,MG,1042,Empresa 1042,Confecção / Textil
Barão de Grajaú,MA,1043,Empresa 1043,Cosméticos / Perfumaria / Higiene
Lago dos Rodrigues,MA,1044,Empresa 1044,Outro
Barra do Jacaré,PR,1045,Empresa 1045,Alimentos / Bebida
Frei Gaspar,MG,1046,Empresa 1046,Jóias e Bijuterias
Motuca,SP,1047,Empresa 1047,Autopeças
Romelândia,SC,1048,Empresa 1048,Cosméticos / Perfumaria / Higiene
Palminópolis,GO,1049,Empresa 1049,Informática
Mazagão,AP,1050,Empresa 1050,Calçados
Feira Nova,SE,1051,Empresa 1051,Outro
Bandeirantes do Tocantins,TO,1052,Empresa 1052,Eletrônicos / Eletrodomésticos
Cáceres,MT,1053,Empresa 1053,Utilidades
Potiraguá,BA,1054,Empresa 1054,Alimentos / Bebida
Antonina do Norte,CE,1055,Empresa 1055,Embalagens
Palmeira do Piauí,PI,1056,Empresa 1056,Confecção / Textil
Teodoro Sampaio,BA,1057,Empresa 1057,Confecção / Textil
Tonantins,AM,1058,Empresa 1058,Alimentos / Bebida
Panambi,RS,1059,Empresa 1059,Alimentos / Bebida
Passabém,MG,1060,Empresa 1060,Jóias e Bijuterias
Aveiro,PA,1061,Empresa 1061,Alimentos / Bebida
Pentecoste,CE,1062,Empresa 1062,Outro
Melgaço,PA,1063,Empresa 1063,Materiais de Construção
Lagoa dos Gatos,PE,1064,Empresa 1064,Alimentos / Bebida
Cajamar,SP,1065,Empresa 1065,Confecção / Textil
Ipê,RS,1066,Empresa 1066,Confecção / Textil
Santa Clara d'Oeste,SP,1067,Empresa 1067,Cosméticos / Perfumaria / Higiene
Lagoa Salgada,RN,1068,Empresa 1068,Cosméticos / Perfumaria / Higiene
Marechal Floriano,ES,1069,Empresa 1069,Materiais de Construção
Lagoa Grande,MG,1070,Empresa 1070,Outro
Euclides da Cunha Paulista,SP,1071,Empresa 1071,Outro
Fortaleza dos Valos,RS,1072,Empresa 1072,Informática
São José de Piranhas,PB,1073,Empresa 1073,Calçados
Andrelândia,MG,1074,Empresa 1074,Eletrônicos / Eletrodomésticos
Moiporá,GO,1075,Empresa 1075,Alimentos / Bebida
Tenório,PB,1076,Empresa 1076,Pet-Shop
Itápolis,SP,1077,Empresa 1077,Alimentos / Bebida
Pombos,PE,1078,Empresa 1078,Jóias e Bijuterias
Poção de Pedras,MA,1079,Empresa 1079,Alimentos / Bebida
Nazaré da Mata,PE,1080,Empresa 1080,Calçados
Tumiritinga,MG,1081,Empresa 1081,Áudio / Música / Som
Turuçu,RS,1082,Empresa 1082,Limpeza / Higiene
Itabaiana,SE,1083,Empresa 1083,Outro
Marquinho,PR,1084,Empresa 1084,Alimentos / Bebida
Vassouras,RJ,1085,Empresa 1085,Alimentos / Bebida
Gentio do Ouro,BA,1086,Empresa 1086,Móveis
Nova Crixás,GO,1087,Empresa 1087,Confecção / Textil
Artur Nogueira,SP,1088,Empresa 1088,Confecção / Textil
São Pedro do Ivaí,PR,1089,Empresa 1089,Outro
Eldorado,SP,1090,Empresa 1090,Outro
Solonópole,CE,1091,Empresa 1091,Autopeças
Icém,SP,1092,Empresa 1092,Alimentos / Bebida
Baliza,GO,1093,Empresa 1093,Cosméticos / Perfumaria / Higiene
Arari,MA,1094,Empresa 1094,Alimentos / Bebida
Cristalândia do Piauí,PI,1095,Empresa 1095,Materiais de Construção
Pedro Avelino,RN,1096,Empresa 1096,Alimentos / Bebida
Agudos do Sul,PR,1097,Empresa 1097,Materiais de Construção
Anastácio,MS,1098,Empresa 1098,Materiais de Construção
Três Marias,MG,1099,Empresa 1099,Informática
Pimenta Bueno,RO,1100,Empresa 1100,Alimentos / Bebida
Encanto,RN,1101,Empresa 1101,Limpeza / Higiene
Itainópolis,PI,1102,Empresa 1102,Cosméticos / Perfumaria / Higiene
Capitão de Campos,PI,1103,Empresa 1103,Embalagens
Acorizal,MT,1104,Empresa 1104,Outro
Pratinha,MG,1105,Empresa 1105,Alimentos / Bebida
Aparecida de Goiânia,GO,1106,Empresa 1106,Outro
São Bento do Trairí,RN,1107,Empresa 1107,Alimentos / Bebida
Ibititá,BA,1108,Empresa 1108,Alimentos / Bebida
Lajes,RN,1109,Empresa 1109,Alimentos / Bebida
Santa Cruz de Minas,MG,1110,Empresa 1110,Calçados
Autazes,AM,1111,Empresa 1111,Confecção / Textil
Batatais,SP,1112,Empresa 1112,Cosméticos / Perfumaria / Higiene
Jardim Alegre,PR,1113,Empresa 1113,Informática
Araguaiana,MT,1114,Empresa 1114,Confecção / Textil
Dezesseis de Novembro,RS,1115,Empresa 1115,Máquinas / Equipamentos
Parobé,RS,1116,Empresa 1116,Outro
Ibituruna,MG,1117,Empresa 1117,Materiais de Construção
Bonfim do Piauí,PI,1118,Empresa 1118,Medicamentos
Irupi,ES,1119,Empresa 1119,Eletrônicos / Eletrodomésticos
Coronel Ezequiel,RN,1120,Empresa 1120,Alimentos / Bebida
Satuba,AL,1121,Empresa 1121,Alimentos / Bebida
Cotegipe,BA,1122,Empresa 1122,Alimentos / Bebida
Monte Santo do Tocantins,TO,1123,Empresa 1123,Informática
São João do Oeste,SC,1124,Empresa 1124,Outro
Coronel Sapucaia,MS,1125,Empresa 1125,Informática
Araguapaz,GO,1126,Empresa 1126,Alimentos / Bebida
Mucambo,CE,1127,Empresa 1127,Outro
Itaí,SP,1128,Empresa 1128,Pet-Shop
Jandaíra,BA,1129,Empresa 1129,Cosméticos / Perfumaria / Higiene
Igaporã,BA,1130,Empresa 1130,Cosméticos / Perfumaria / Higiene
Antônio Martins,RN,1131,Empresa 1131,Utilidades
Nova Módica,MG,1132,Empresa 1132,Cosméticos / Perfumaria / Higiene
Barcelona,RN,1133,Empresa 1133,Alimentos / Bebida
Flor da Serra do Sul,PR,1134,Empresa 1134,Alimentos / Bebida
Triunfo,PB,1135,Empresa 1135,Calçados
Joaquim Felício,MG,1136,Empresa 1136,Cosméticos / Perfumaria / Higiene
Pentecoste,CE,1137,Empresa 1137,Confecção / Textil
Ressaquinha,MG,1138,Empresa 1138,Informática
Capela,AL,1139,Empresa 1139,Informática
Apiacá,ES,1140,Empresa 1140,Cosméticos / Perfumaria / Higiene
Ubaíra,BA,1141,Empresa 1141,Confecção / Textil
Ponte Serrada,SC,1142,Empresa 1142,Alimentos / Bebida
Prados,MG,1143,Empresa 1143,Pet-Shop
Pindaí,BA,1144,Empresa 1144,Alimentos / Bebida
Itaporanga d'Ajuda,SE,1145,Empresa 1145,Cosméticos / Perfumaria / Higiene
Cidreira,RS,1146,Empresa 1146,Alimentos / Bebida
Iraceminha,SC,1147,Empresa 1147,Informática
Pedro Gomes,MS,1148,Empresa 1148,Outro
Cabrália Paulista,SP,1149,Empresa 1149,Cosméticos / Perfumaria / Higiene
Lagoa Salgada,RN,1150,Empresa 1150,Alimentos / Bebida
Ocauçu,SP,1151,Empresa 1151,Informática
Bom Jesus,RN,1152,Empresa 1152,Alimentos / Bebida
Antônio Prado,RS,1153,Empresa 1153,Outro
Porto Real,RJ,1154,Empresa 1154,Alimentos / Bebida
Estiva,MG,1155,Empresa 1155,Cosméticos / Perfumaria / Higiene
Lagoa Santa,GO,1156,Empresa 1156,Materiais de Construção
Uruana,GO,1157,Empresa 1157,Eletrônicos / Eletrodomésticos
Borrazópolis,PR,1158,Empresa 1158,Medicamentos
Itaparica,BA,1159,Empresa 1159,Outro
Novo Machado,RS,1160,Empresa 1160,Máquinas / Equipamentos
Branquinha,AL,1161,Empresa 1161,Móveis
Fernando Prestes,SP,1162,Empresa 1162,Confecção / Textil
Presidente Olegário,MG,1163,Empresa 1163,Limpeza / Higiene
Araquari,SC,1164,Empresa 1164,Eletrônicos / Eletrodomésticos
São José da Laje,AL,1165,Empresa 1165,Alimentos / Bebida
Caraúbas,RN,1166,Empresa 1166,Máquinas / Equipamentos
Lavras do Sul,RS,1167,Empresa 1167,Informática
Monte Belo,MG,1168,Empresa 1168,Móveis
Gramado dos Loureiros,RS,1169,Empresa 1169,Máquinas / Equipamentos
Brejo,MA,1170,Empresa 1170,Pet-Shop
Jussara,BA,1171,Empresa 1171,Eletrônicos / Eletrodomésticos
São José do Cedro,SC,1172,Empresa 1172,Alimentos / Bebida
Carmolândia,TO,1173,Empresa 1173,Confecção / Textil
Itati,RS,1174,Empresa 1174,Confecção / Textil
Lauro Muller,SC,1175,Empresa 1175,Cosméticos / Perfumaria / Higiene
Serra de São Bento,RN,1176,Empresa 1176,Informática
Paramoti,CE,1177,Empresa 1177,Alimentos / Bebida
Igarapava,SP,1178,Empresa 1178,Confecção / Textil
Ourizona,PR,1179,Empresa 1179,Alimentos / Bebida
Japurá,PR,1180,Empresa 1180,Confecção / Textil
Moreno,PE,1181,Empresa 1181,Cosméticos / Perfumaria / Higiene
Cajari,MA,1182,Empresa 1182,Brinquedos
Ipuã,SP,1183,Empresa 1183,Informática
Igarapava,SP,1184,Empresa 1184,Outro
Lagoa dos Patos,MG,1185,Empresa 1185,Informática
Presidente Bernardes,MG,1186,Empresa 1186,Alimentos / Bebida
Timóteo,MG,1187,Empresa 1187,Alimentos / Bebida
Paty do Alferes,RJ,1188,Empresa 1188,Outro
Carvalhópolis,MG,1189,Empresa 1189,Alimentos / Bebida
Tocos do Moji,MG,1190,Empresa 1190,Outro
Schroeder,SC,1191,Empresa 1191,Embalagens
Afrânio,PE,1192,Empresa 1192,Informática
Bálsamo,SP,1193,Empresa 1193,Máquinas / Equipamentos
Itambé do Mato Dentro,MG,1194,Empresa 1194,Jóias e Bijuterias
Pinhão,PR,1195,Empresa 1195,Materiais de Construção
Japira,PR,1196,Empresa 1196,Informática
Acaraú,CE,1197,Empresa 1197,Alimentos / Bebida
Itapuca,RS,1198,Empresa 1198,Outro
Aguaí,SP,1199,Empresa 1199,Cosméticos / Perfumaria / Higiene
Fernão,SP,1200,Empresa 1200,Eletrônicos / Eletrodomésticos
Monte do Carmo,TO,1201,Empresa 1201,Eletrônicos / Eletrodomésticos
Capitão Gervásio Oliveira,PI,1202,Empresa 1202,Informática
Presidente Dutra,MA,1203,Empresa 1203,Máquinas / Equipamentos
Rosário Oeste,MT,1204,Empresa 1204,Alimentos / Bebida
Jacaraci,BA,1205,Empresa 1205,Cosméticos / Perfumaria / Higiene
Flores da Cunha,RS,1206,Empresa 1206,Alimentos / Bebida
Amapá do Maranhão,MA,1207,Empresa 1207,Eletrônicos / Eletrodomésticos
Gastão Vidigal,SP,1208,Empresa 1208,Materiais de Construção
Frei Paulo,SE,1209,Empresa 1209,Informática
Estância,SE,1210,Empresa 1210,Autopeças
São Borja,RS,1211,Empresa 1211,Confecção / Textil
Lucélia,SP,1212,Empresa 1212,Alimentos / Bebida
Colombo,PR,1213,Empresa 1213,Cosméticos / Perfumaria / Higiene
Catas Altas da Noruega,MG,1214,Empresa 1214,Confecção / Textil
Talismã,TO,1215,Empresa 1215,Alimentos / Bebida
Barreirinha,AM,1216,Empresa 1216,Cosméticos / Perfumaria / Higiene
Prudente de Morais,MG,1217,Empresa 1217,Cosméticos / Perfumaria / Higiene
Santo André,SP,1218,Empresa 1218,Medicamentos
Rio dos Cedros,SC,1219,Empresa 1219,Alimentos / Bebida
Porto Acre,AC,1220,Empresa 1220,Utilidades
Cruzeta,RN,1221,Empresa 1221,Cosméticos / Perfumaria / Higiene
Pedra Azul,MG,1222,Empresa 1222,Eletrônicos / Eletrodomésticos
Faxinal do Soturno,RS,1223,Empresa 1223,Alimentos / Bebida
Serra Negra,SP,1224,Empresa 1224,Alimentos / Bebida
Viçosa do Ceará,CE,1225,Empresa 1225,Materiais de Construção
Araçoiaba da Serra,SP,1226,Empresa 1226,Outro
Palestina,AL,1227,Empresa 1227,Informática
Jaraguá do Sul,SC,1228,Empresa 1228,Outro
Curaçá,BA,1229,Empresa 1229,Informática
Telha,SE,1230,Empresa 1230,Máquinas / Equipamentos
Barão de Monte Alto,MG,1231,Empresa 1231,Limpeza / Higiene
Olho d'Água Grande,AL,1232,Empresa 1232,Outro
Salto,SP,1233,Empresa 1233,Confecção / Textil
Ijaci,MG,1234,Empresa 1234,Autopeças
Cravolândia,BA,1235,Empresa 1235,Alimentos / Bebida
Aruanã,GO,1236,Empresa 1236,Alimentos / Bebida
Porto Esperidião,MT,1237,Empresa 1237,Confecção / Textil
Heliópolis,BA,1238,Empresa 1238,Decoração / Cama / Mesa / Banho
Ilópolis,RS,1239,Empresa 1239,Autopeças
Lagoinha do Piauí,PI,1240,Empresa 1240,Máquinas / Equipamentos
Paraíso das Águas,MS,1241,Empresa 1241,Materiais de Construção
Alvorada de Minas,MG,1242,Empresa 1242,Outro
Rolador,RS,1243,Empresa 1243,Materiais de Construção
Tauá,CE,1244,Empresa 1244,Alimentos / Bebida
Babaçulândia,TO,1245,Empresa 1245,Alimentos / Bebida
Lagoa Grande do Maranhão,MA,1246,Empresa 1246,Alimentos / Bebida
Santa Cecília,SC,1247,Empresa 1247,Cosméticos / Perfumaria / Higiene
Mutunópolis,GO,1248,Empresa 1248,Alimentos / Bebida
Mimoso de Goiás,GO,1249,Empresa 1249,Autopeças
Jacinto,MG,1250,Empresa 1250,Materiais de Construção
Ipumirim,SC,1251,Empresa 1251,Alimentos / Bebida
Irupi,ES,1252,Empresa 1252,Cosméticos / Perfumaria / Higiene
Matias Olímpio,PI,1253,Empresa 1253,Limpeza / Higiene
Monsenhor Tabosa,CE,1254,Empresa 1254,Máquinas / Equipamentos
Sítio do Mato,BA,1255,Empresa 1255,Medicamentos
Pedrinhas Paulista,SP,1256,Empresa 1256,Outro
Quixabeira,BA,1257,Empresa 1257,Informática
Iraí de Minas,MG,1258,Empresa 1258,Informática
Iramaia,BA,1259,Empresa 1259,Informática
União de Minas,MG,1260,Empresa 1260,Informática
Francisco Macedo,PI,1261,Empresa 1261,Materiais de Construção
São Lourenço da Mata,PE,1262,Empresa 1262,Alimentos / Bebida
Várzea Paulista,SP,1263,Empresa 1263,Limpeza / Higiene
Muricilândia,TO,1264,Empresa 1264,Alimentos / Bebida
Caldas,MG,1265,Empresa 1265,Cosméticos / Perfumaria / Higiene
Parnarama,MA,1266,Empresa 1266,Informática
Arapongas,PR,1267,Empresa 1267,Alimentos / Bebida
Montanhas,RN,1268,Empresa 1268,Medicamentos
Lábrea,AM,1269,Empresa 1269,Cosméticos / Perfumaria / Higiene
Córrego do Ouro,GO,1270,Empresa 1270,Cosméticos / Perfumaria / Higiene
Banzaê,BA,1271,Empresa 1271,Cosméticos / Perfumaria / Higiene
Bananeiras,PB,1272,Empresa 1272,Alimentos / Bebida
Vista Alegre,RS,1273,Empresa 1273,Alimentos / Bebida
Perdizes,MG,1274,Empresa 1274,Alimentos / Bebida
Quixabá,PB,1275,Empresa 1275,Cosméticos / Perfumaria / Higiene
Cantanhede,MA,1276,Empresa 1276,Cosméticos / Perfumaria / Higiene
Saltinho,SC,1277,Empresa 1277,Outro
Biritinga,BA,1278,Empresa 1278,Alimentos / Bebida
Rio Vermelho,MG,1279,Empresa 1279,Embalagens
Japira,PR,1280,Empresa 1280,Eletrônicos / Eletrodomésticos
São João da Barra,RJ,1281,Empresa 1281,Materiais de Construção
Agrestina,PE,1282,Empresa 1282,Limpeza / Higiene
Cascavel,CE,1283,Empresa 1283,Confecção / Textil
Monteirópolis,AL,1284,Empresa 1284,Alimentos / Bebida
Ferreiros,PE,1285,Empresa 1285,Outro
Camaragibe,PE,1286,Empresa 1286,Informática
Holambra,SP,1287,Empresa 1287,Informática
Rosário do Sul,RS,1288,Empresa 1288,Confecção / Textil
Nova Laranjeiras,PR,1289,Empresa 1289,Alimentos / Bebida
Valença,BA,1290,Empresa 1290,Materiais de Construção
Guaiçara,SP,1291,Empresa 1291,Calçados
Lençóis,BA,1292,Empresa 1292,Alimentos / Bebida
Lagoa Real,BA,1293,Empresa 1293,Máquinas / Equipamentos
São Pedro dos Crentes,MA,1294,Empresa 1294,Materiais de Construção
Fagundes,PB,1295,Empresa 1295,Autopeças
Santa Carmem,MT,1296,Empresa 1296,Calçados
Macuco,RJ,1297,Empresa 1297,Confecção / Textil
Conceição do Almeida,BA,1298,Empresa 1298,Jóias e Bijuterias
Gameleira,PE,1299,Empresa 1299,Alimentos / Bebida
Lucas do Rio Verde,MT,1300,Empresa 1300,Limpeza / Higiene
Coqueiro Seco,AL,1301,Empresa 1301,Confecção / Textil
Maturéia,PB,1302,Empresa 1302,Limpeza / Higiene
Alvorada,TO,1303,Empresa 1303,Alimentos / Bebida
Diamante do Sul,PR,1304,Empresa 1304,Outro
Óbidos,PA,1305,Empresa 1305,Brinquedos
Ribeirão dos Índios,SP,1306,Empresa 1306,Embalagens
Uauá,BA,1307,Empresa 1307,Cosméticos / Perfumaria / Higiene
Buriti dos Lopes,PI,1308,Empresa 1308,Informática
Santo Antônio do Leverger,MT,1309,Empresa 1309,Outro
Jussiape,BA,1310,Empresa 1310,Áudio / Música / Som
Mesópolis,SP,1311,Empresa 1311,Outro
Cacimba de Areia,PB,1312,Empresa 1312,Alimentos / Bebida
São Gabriel da Cachoeira,AM,1313,Empresa 1313,Máquinas / Equipamentos
Serrolândia,BA,1314,Empresa 1314,Outro
Orleans,SC,1315,Empresa 1315,Materiais de Construção
Riachão do Dantas,SE,1316,Empresa 1316,Jóias e Bijuterias
São Bento,MA,1317,Empresa 1317,Outro
Lago do Junco,MA,1318,Empresa 1318,Cosméticos / Perfumaria / Higiene
Flores de Goiás,GO,1319,Empresa 1319,Alimentos / Bebida
Israelândia,GO,1320,Empresa 1320,Cosméticos / Perfumaria / Higiene
Senador La Rocque,MA,1321,Empresa 1321,Pet-Shop
Atalaia,AL,1322,Empresa 1322,Informática
São Luíz do Norte,GO,1323,Empresa 1323,Outro
Barra do Mendes,BA,1324,Empresa 1324,Outro
Alto Alegre do Pindaré,MA,1325,Empresa 1325,Confecção / Textil
Colinas do Sul,GO,1326,Empresa 1326,Cosméticos / Perfumaria / Higiene
Buriti dos Montes,PI,1327,Empresa 1327,Outro
Bom Jardim,PE,1328,Empresa 1328,Confecção / Textil
Ibipeba,BA,1329,Empresa 1329,Informática
Alto Paraíso,PR,1330,Empresa 1330,Limpeza / Higiene
Piraúba,MG,1331,Empresa 1331,Autopeças
Coreaú,CE,1332,Empresa 1332,Materiais de Construção
Miranda,MS,1333,Empresa 1333,Informática
Rio Real,BA,1334,Empresa 1334,Cosméticos / Perfumaria / Higiene
Uauá,BA,1335,Empresa 1335,Cosméticos / Perfumaria / Higiene
Rio Bonito do Iguaçu,PR,1336,Empresa 1336,Autopeças
Urupema,SC,1337,Empresa 1337,Alimentos / Bebida
Divina Pastora,SE,1338,Empresa 1338,Alimentos / Bebida
Vale do Anari,RO,1339,Empresa 1339,Alimentos / Bebida
Itaporanga,SP,1340,Empresa 1340,Confecção / Textil
Bom Jesus da Serra,BA,1341,Empresa 1341,Confecção / Textil
Itaperuna,RJ,1342,Empresa 1342,Alimentos / Bebida
Caputira,MG,1343,Empresa 1343,Alimentos / Bebida
Cristiano Otoni,MG,1344,Empresa 1344,Informática
Chapadinha,MA,1345,Empresa 1345,Alimentos / Bebida
Campo Formoso,BA,1346,Empresa 1346,Materiais de Construção
Doutor Maurício Cardoso,RS,1347,Empresa 1347,Pet-Shop
Cunha Porã,SC,1348,Empresa 1348,Medicamentos
São Sebastião,AL,1349,Empresa 1349,Autopeças
Realeza,PR,1350,Empresa 1350,Decoração / Cama / Mesa / Banho
Coari,AM,1351,Empresa 1351,Eletrônicos / Eletrodomésticos
Bacabeira,MA,1352,Empresa 1352,Informática
Gonçalves,MG,1353,Empresa 1353,Outro
Canguaretama,RN,1354,Empresa 1354,Outro
Pirapozinho,SP,1355,Empresa 1355,Alimentos / Bebida
Maçambara,RS,1356,Empresa 1356,Cosméticos / Perfumaria / Higiene
Divino de São Lourenço,ES,1357,Empresa 1357,Materiais de Construção
Paranaguá,PR,1358,Empresa 1358,Alimentos / Bebida
Garrafão do Norte,PA,1359,Empresa 1359,Calçados
Itutinga,MG,1360,Empresa 1360,Cosméticos / Perfumaria / Higiene
Ribeirão Grande,SP,1361,Empresa 1361,Confecção / Textil
Santa Rita,MA,1362,Empresa 1362,Outro
Sinop,MT,1363,Empresa 1363,Alimentos / Bebida
Treze Tílias,SC,1364,Empresa 1364,Autopeças
São Caetano do Sul,SP,1365,Empresa 1365,Alimentos / Bebida
Milhã,CE,1366,Empresa 1366,Decoração / Cama / Mesa / Banho
Espumoso,RS,1367,Empresa 1367,Alimentos / Bebida
Mazagão,AP,1368,Empresa 1368,Alimentos / Bebida
Santa Quitéria do Maranhão,MA,1369,Empresa 1369,Jóias e Bijuterias
Buíque,PE,1370,Empresa 1370,Alimentos / Bebida
Paraíso do Norte,PR,1371,Empresa 1371,Alimentos / Bebida
Arroio do Tigre,RS,1372,Empresa 1372,Utilidades
Itaituba,PA,1373,Empresa 1373,Informática
Feliz Deserto,AL,1374,Empresa 1374,Cosméticos / Perfumaria / Higiene
Amparo do Serra,MG,1375,Empresa 1375,Cosméticos / Perfumaria / Higiene
Alto Paraná,PR,1376,Empresa 1376,Alimentos / Bebida
Faria Lemos,MG,1377,Empresa 1377,Outro
Chavantes,SP,1378,Empresa 1378,Informática
Navegantes,SC,1379,Empresa 1379,Informática
Itagimirim,BA,1380,Empresa 1380,Móveis
Guajeru,BA,1381,Empresa 1381,Outro
Cristinápolis,SE,1382,Empresa 1382,Confecção / Textil
Várzea,RN,1383,Empresa 1383,Utilidades
Imaruí,SC,1384,Empresa 1384,Cosméticos / Perfumaria / Higiene
Campo Belo do Sul,SC,1385,Empresa 1385,Cosméticos / Perfumaria / Higiene
Campo Novo de Rondônia,RO,1386,Empresa 1386,Outro
Eunápolis,BA,1387,Empresa 1387,Informática
Dom Pedrito,RS,1388,Empresa 1388,Utilidades
Lagoa Dourada,MG,1389,Empresa 1389,Utilidades
Vigia,PA,1390,Empresa 1390,Cosméticos / Perfumaria / Higiene
Santa Rita de Minas,MG,1391,Empresa 1391,Informática
Ouriçangas,BA,1392,Empresa 1392,Confecção / Textil
Itaporanga,SP,1393,Empresa 1393,Confecção / Textil
Bandeirantes,MS,1394,Empresa 1394,Confecção / Textil
Iati,PE,1395,Empresa 1395,Outro
Correntes,PE,1396,Empresa 1396,Jóias e Bijuterias
Miguel Leão,PI,1397,Empresa 1397,Decoração / Cama / Mesa / Banho
Colatina,ES,1398,Empresa 1398,Alimentos / Bebida
Manduri,SP,1399,Empresa 1399,Informática
Tangará,RN,1400,Empresa 1400,Alimentos / Bebida
Alto Paraíso de Goiás,GO,1401,Empresa 1401,Outro
Chapadão do Céu,GO,1402,Empresa 1402,Informática
Rio dos Bois,TO,1403,Empresa 1403,Informática
Sales,SP,1404,Empresa 1404,Outro
União,PI,1405,Empresa 1405,Medicamentos
Várzea,RN,1406,Empresa 1406,Cosméticos / Perfumaria / Higiene
Concórdia,SC,1407,Empresa 1407,Materiais de Construção
Paramoti,CE,1408,Empresa 1408,Móveis
Pérola d'Oeste,PR,1409,Empresa 1409,Cosméticos / Perfumaria / Higiene
Portão,RS,1410,Empresa 1410,Eletrônicos / Eletrodomésticos
Sossêgo,PB,1411,Empresa 1411,Confecção / Textil
Benjamin Constant do Sul,RS,1412,Empresa 1412,Alimentos / Bebida
Nova Ramada,RS,1413,Empresa 1413,Jóias e Bijuterias
Benedito Leite,MA,1414,Empresa 1414,Outro
Pacoti,CE,1415,Empresa 1415,Informática
Santa Isabel do Rio Negro,AM,1416,Empresa 1416,Outro
Lamarão,BA,1417,Empresa 1417,Alimentos / Bebida
Eldorado dos Carajás,PA,1418,Empresa 1418,Alimentos / Bebida
Juvenília,MG,1419,Empresa 1419,Cosméticos / Perfumaria / Higiene
Anajás,PA,1420,Empresa 1420,Embalagens
Cotriguaçu,MT,1421,Empresa 1421,Embalagens
